timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,SampleCount,ErrorCount,IdleTime,Connect
2017/03/13 15:14:09,18280,Go to demo.hub3c.com A,200,OK,userGroup 1-253,text,true,,5073,183,999,999,https://demo.hub3c.com/,18280,1,0,0,532
2017/03/13 15:14:09,18926,Go to demo.hub3c.com A,200,OK,userGroup 1-175,text,true,,5073,183,999,999,https://demo.hub3c.com/,18926,1,0,0,649
2017/03/13 15:14:09,18824,Go to demo.hub3c.com A,200,OK,userGroup 1-245,text,true,,5073,183,999,999,https://demo.hub3c.com/,18824,1,0,0,545
2017/03/13 15:14:09,18964,Go to demo.hub3c.com A,200,OK,userGroup 1-174,text,true,,5073,183,999,999,https://demo.hub3c.com/,18964,1,0,0,659
2017/03/13 15:14:09,18994,Go to demo.hub3c.com A,200,OK,userGroup 1-202,text,true,,5073,183,999,999,https://demo.hub3c.com/,18994,1,0,0,684
2017/03/13 15:14:09,18978,Go to demo.hub3c.com A,200,OK,userGroup 1-176,text,true,,5073,183,999,999,https://demo.hub3c.com/,18978,1,0,0,667
2017/03/13 15:14:09,18970,Go to demo.hub3c.com A,200,OK,userGroup 1-170,text,true,,5073,183,999,999,https://demo.hub3c.com/,18970,1,0,0,658
2017/03/13 15:14:09,18975,Go to demo.hub3c.com A,200,OK,userGroup 1-172,text,true,,5073,183,999,999,https://demo.hub3c.com/,18975,1,0,0,695
2017/03/13 15:14:09,19001,Go to demo.hub3c.com A,200,OK,userGroup 1-193,text,true,,5073,183,999,999,https://demo.hub3c.com/,19001,1,0,0,728
2017/03/13 15:14:09,18876,Go to demo.hub3c.com A,200,OK,userGroup 1-243,text,true,,5073,183,999,999,https://demo.hub3c.com/,18876,1,0,0,527
2017/03/13 15:14:08,19868,Go to demo.hub3c.com A,200,OK,userGroup 1-15,text,true,,5073,183,999,999,https://demo.hub3c.com/,19868,1,0,0,1379
2017/03/13 15:14:08,19836,Go to demo.hub3c.com A,200,OK,userGroup 1-24,text,true,,5073,183,999,999,https://demo.hub3c.com/,19836,1,0,0,1349
